@relation 'final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 6 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-I1,5-6,8'

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
'bandar menjalara',480000,2,2,'Serviced Residence',Built-up,711,'Partly Furnished',cluster1
'city centre',598000,3,2,Condominium,'Land area',1211,Unfurnished,cluster2
oug,855000,4,3,'Terrace/Link House','Land area',1650,Unfurnished,cluster2
klcc,1829000,4,3,'Serviced Residence',Built-up,1425,'Fully Furnished',cluster5
cheras,760000,4,3,'Terrace/Link House',Built-up,1500,Unfurnished,cluster2
'mont kiara',4650000,7,5,Condominium,Built-up,4112,'Partly Furnished',cluster4
cheras,2080000,5,4,'Semi-detached House','Land area',4000,'Partly Furnished',cluster4
'bukit jalil',688000,3,2,Condominium,'Land area',1214,'Partly Furnished',cluster2
oug,788000,4,3,'Terrace/Link House','Land area',1600,'Partly Furnished',cluster2
cheras,680000,5,3,'Terrace/Link House','Land area',1500,Unfurnished,cluster5
klcc,2250000,5,5,'Serviced Residence',Built-up,2098,'Partly Furnished',cluster5
'mont kiara',2700000,5,4,Condominium,Built-up,3000,'Partly Furnished',cluster4
'mont kiara',5350000,6,5,Condominium,Built-up,5615,'Partly Furnished',cluster6
'mont kiara',700000,1,1,'Serviced Residence',Built-up,633,'Fully Furnished',cluster1
'mont kiara',1550000,4,3,Condominium,Built-up,1871,'Fully Furnished',cluster5
cheras,570000,4,3,'Terrace/Link House','Land area',1530,Unknown,cluster2
segambut,380000,3,2,Apartment,Built-up,1186,'Fully Furnished',cluster2
ampang,730000,2,1,'Serviced Residence',Built-up,949,'Fully Furnished',cluster1
'jalan klang lama (old klang road)',845000,4,3,Condominium,Built-up,1663,Unfurnished,cluster2
'jalan klang lama (old klang road)',938000,4,3,Condominium,Built-up,1782,Unfurnished,cluster5
'jalan klang lama (old klang road)',868000,4,3,Condominium,Built-up,1663,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',490000,3,2,'Serviced Residence',Built-up,852,'Partly Furnished',cluster2
'mont kiara',790000,3,2,Condominium,Built-up,1250,'Partly Furnished',cluster2
'kl sentral',2250000,4,5,'Serviced Residence',Built-up,1873,'Partly Furnished',cluster5
'jalan klang lama (old klang road)',520000,2,2,'Serviced Residence',Built-up,880,'Partly Furnished',cluster1
'sri hartamas',3600000,7,7,'Semi-detached House','Land area',4500,'Partly Furnished',cluster4
klcc,2800000,6,6,Condominium,'Land area',3502,'Fully Furnished',cluster4
klcc,3150000,6,6,Condominium,'Land area',3941,'Fully Furnished',cluster4
klcc,3150000,6,6,Condominium,'Land area',3502,'Fully Furnished',cluster4
klcc,2200000,3,3,Condominium,Built-up,3453,'Fully Furnished',cluster5
setiawangsa,360000,3,2,Apartment,Built-up,988,Unknown,cluster2
'jalan klang lama (old klang road)',440000,2,2,'Serviced Residence',Built-up,722,'Partly Furnished',cluster1
'wangsa maju',480000,4,2,'Terrace/Link House','Land area',880,'Partly Furnished',cluster2
setapak,400000,3,2,Condominium,Built-up,750,'Partly Furnished',cluster2
setapak,800000,4,3,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster2
setapak,440000,3,2,Condominium,Built-up,1207,'Partly Furnished',cluster2
'taman melawati',1990000,5,3,'Semi-detached House','Land area',8323,'Partly Furnished',cluster6
'wangsa maju',999000,4,4,'Terrace/Link House','Land area',2000,'Partly Furnished',cluster5
setapak,1300000,4,3,'Terrace/Link House','Land area',1700,'Partly Furnished',cluster5
'wangsa maju',3380000,8,8,Bungalow,'Land area',4200,Unknown,cluster4
setapak,360000,1,1,'Serviced Residence',Built-up,521,'Partly Furnished',cluster1
setapak,600000,4,3,Condominium,Built-up,1362,'Fully Furnished',cluster2
'sungai besi',540000,2,2,Condominium,Built-up,904,Unknown,cluster1
setapak,380000,3,2,Townhouse,Built-up,1000,Unknown,cluster2
setapak,455000,3,2,'Serviced Residence',Built-up,1131,'Fully Furnished',cluster2
'taman melawati',600000,4,2,'Terrace/Link House','Land area',1260,Unfurnished,cluster2
setapak,599000,4,2,Condominium,Built-up,1550,'Partly Furnished',cluster2
setapak,500000,3,2,Condominium,Built-up,1525,'Partly Furnished',cluster2
setapak,590000,3,2,'Serviced Residence',Built-up,1178,'Partly Furnished',cluster2
setapak,400000,2,2,'Serviced Residence',Built-up,800,'Partly Furnished',cluster1
'kl eco city',1050000,2,1,Condominium,Built-up,786,'Partly Furnished',cluster1
kepong,1380000,7,6,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
setapak,450000,4,2,Condominium,Built-up,1313,'Partly Furnished',cluster2
cheras,2100000,5,3,'Semi-detached House','Land area',3200,'Fully Furnished',cluster5
klcc,1600000,2,2,'Serviced Residence',Built-up,1206,'Fully Furnished',cluster1
cheras,565000,3,2,'Serviced Residence',Built-up,920,'Fully Furnished',cluster2
'mont kiara',2290000,4,3,Condominium,Built-up,2973,'Partly Furnished',cluster5
'bukit jalil',580000,3,3,Condominium,Built-up,1004,'Partly Furnished',cluster2
oug,2850000,7,7,'Semi-detached House',Built-up,5000,'Fully Furnished',cluster4
'mont kiara',1960000,4,4,Condominium,Built-up,2535,'Fully Furnished',cluster5
'mont kiara',1250000,4,4,Condominium,Built-up,1605,'Fully Furnished',cluster5
'mont kiara',1380000,4,3,Condominium,Built-up,1705,Unknown,cluster5
'mont kiara',1330000,4,3,Condominium,Built-up,1871,'Fully Furnished',cluster5
'mont kiara',1100000,4,3,Condominium,Built-up,1783,'Partly Furnished',cluster5
oug,900000,4,3,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster2
klcc,1400000,1,1,'Serviced Residence',Built-up,925,'Partly Furnished',cluster1
'sri hartamas',3250000,5,5,Condominium,Built-up,3660,'Fully Furnished',cluster4
setapak,690000,3,2,Condominium,Built-up,1200,Unfurnished,cluster2
cheras,460000,3,2,Condominium,Built-up,929,'Partly Furnished',cluster2
klcc,1350000,4,3,Condominium,Built-up,1590,'Partly Furnished',cluster5
klcc,2357250,4,4,Condominium,Built-up,2245,'Partly Furnished',cluster5
'bukit jalil',550000,3,2,Apartment,Built-up,1116,'Fully Furnished',cluster2
'jalan klang lama (old klang road)',395000,3,2,Condominium,Built-up,1100,Unknown,cluster2
kepong,1500000,6,6,'Terrace/Link House','Land area',1650,'Fully Furnished',cluster5
'ampang hilir',5230000,4,5,Condominium,Built-up,3563,'Fully Furnished',cluster4
'jalan klang lama (old klang road)',390000,2,2,'Serviced Residence',Built-up,668,'Partly Furnished',cluster1
sentul,720000,3,2,Condominium,Built-up,999,'Fully Furnished',cluster2
klcc,1420000,2,2,Condominium,Built-up,976,'Partly Furnished',cluster1
'taman melawati',465000,3,2,'Serviced Residence',Built-up,901,'Partly Furnished',cluster2
klcc,4500000,2,3,'Serviced Residence',Built-up,3513,'Fully Furnished',cluster4
'jalan sultan ismail',620000,1,1,'Serviced Residence',Built-up,805,'Partly Furnished',cluster1
'kuchai lama',480000,3,2,'Serviced Residence',Built-up,935,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',440000,2,2,'Serviced Residence',Built-up,722,'Partly Furnished',cluster1
'jalan klang lama (old klang road)',490000,3,2,'Serviced Residence',Built-up,852,'Partly Furnished',cluster2
'sri petaling',399000,3,2,Condominium,Built-up,1129,'Partly Furnished',cluster2
'bukit bintang',1090000,4,2,Condominium,Built-up,1570,'Fully Furnished',cluster2
'wangsa maju',220000,2,1,Flat,Built-up,624,'Partly Furnished',cluster1
'wangsa maju',430000,3,2,Condominium,Built-up,1272,Unfurnished,cluster2
klcc,1200000,2,2,'Serviced Residence',Built-up,1031,'Fully Furnished',cluster1
'kuchai lama',485000,3,2,Condominium,Built-up,1120,'Partly Furnished',cluster2
'sri petaling',850000,3,2,'Terrace/Link House','Land area',1170,'Partly Furnished',cluster2
'bukit jalil',1250000,6,4,'Terrace/Link House','Land area',1540,'Partly Furnished',cluster5
'bukit jalil',860000,4,3,Condominium,Built-up,1335,'Partly Furnished',cluster2
'bukit jalil',1030000,3,3,Condominium,Built-up,1058,'Partly Furnished',cluster2
'mont kiara',1672000,4,4,Condominium,Built-up,2038,'Partly Furnished',cluster5
'mont kiara',1700000,4,4,Condominium,Built-up,2038,'Partly Furnished',cluster5
cheras,728000,4,4,'Terrace/Link House','Land area',1080,'Partly Furnished',cluster5
kepong,455000,3,2,Apartment,'Land area',1082,'Fully Furnished',cluster2
klcc,4290000,5,6,'Serviced Residence',Built-up,3300,'Fully Furnished',cluster4
klcc,850000,1,2,'Serviced Residence',Built-up,762,'Fully Furnished',cluster1
'jalan ipoh',719800,3,2,Condominium,Built-up,911,'Partly Furnished',cluster2
cheras,1040000,2,2,'Serviced Residence',Built-up,883,Unknown,cluster1
titiwangsa,4600000,9,6,Bungalow,'Land area',9817,'Partly Furnished',cluster6
dutamas,530000,3,3,Condominium,Built-up,1495,'Partly Furnished',cluster2
dutamas,1580000,6,5,Condominium,Built-up,3020,'Partly Furnished',cluster5
cheras,495000,4,2,Condominium,Built-up,1142,Unfurnished,cluster2
'kl eco city',990000,2,1,Condominium,Built-up,787,'Fully Furnished',cluster1
'mont kiara',1300000,5,3,Condominium,Built-up,2174,Unknown,cluster5
setiawangsa,646000,3,2,Condominium,Built-up,1257,'Partly Furnished',cluster2
setiawangsa,590000,3,2,Condominium,Built-up,1196,'Partly Furnished',cluster2
'mont kiara',2180000,6,5,Condominium,Built-up,3729,'Partly Furnished',cluster4
'kuchai lama',485000,3,2,'Serviced Residence',Built-up,950,'Fully Furnished',cluster2
'sungai besi',718000,3,2,'Serviced Residence',Built-up,1130,'Fully Furnished',cluster2
kepong,570000,4,2,'Serviced Residence',Built-up,1162,Unfurnished,cluster2
klcc,1130000,1,1,Condominium,Built-up,630,'Fully Furnished',cluster1
klcc,1130000,1,1,Condominium,Built-up,630,'Fully Furnished',cluster1
klcc,1253000,1,1,Condominium,Built-up,689,'Fully Furnished',cluster1
klcc,1559000,3,2,Condominium,Built-up,1031,'Fully Furnished',cluster2
klcc,1399000,2,2,Condominium,Built-up,871,'Fully Furnished',cluster1
'jalan ipoh',699999,3,3,Townhouse,Built-up,1840,'Partly Furnished',cluster2
'kuchai lama',438000,2,2,Condominium,Built-up,936,Unfurnished,cluster1
'kuchai lama',310000,3,2,Condominium,Built-up,1070,'Partly Furnished',cluster2
'kuchai lama',428000,3,2,Condominium,Built-up,970,'Partly Furnished',cluster2
'kuchai lama',435000,3,2,Condominium,Built-up,1107,'Partly Furnished',cluster2
'kl city',500000,3,2,Condominium,Built-up,1065,'Partly Furnished',cluster2
'kl city',450000,3,2,Condominium,Built-up,1065,Unfurnished,cluster2
cheras,290000,3,2,Condominium,Built-up,915,Unknown,cluster2
'bukit jalil',930000,4,3,Condominium,Built-up,1513,'Partly Furnished',cluster2
kepong,610000,4,3,'Serviced Residence',Built-up,1215,Unknown,cluster2
'mont kiara',1850000,5,5,Condominium,Built-up,2535,'Fully Furnished',cluster5
setapak,450000,3,2,Condominium,Built-up,1177,Unknown,cluster2
'salak selatan',599916,3,2,'Serviced Residence',Built-up,1122,Unfurnished,cluster2
klcc,1500000,2,2,'Serviced Residence',Built-up,1399,'Fully Furnished',cluster1
klcc,900000,3,2,Condominium,Built-up,1182,'Fully Furnished',cluster2
'batu caves',2000000,5,4,'Semi-detached House','Land area',3200,'Fully Furnished',cluster5
cheras,1248000,5,6,'Terrace/Link House','Land area',1950,'Partly Furnished',cluster5
'kuchai lama',680000,4,3,Condominium,Built-up,1474,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',835000,3,2,'Serviced Residence',Built-up,1110,'Fully Furnished',cluster2
'bukit jalil',425000,3,2,Apartment,Built-up,1043,'Partly Furnished',cluster2
cheras,450000,3,2,Condominium,Built-up,1064,'Partly Furnished',cluster2
cheras,247000,1,1,Apartment,Built-up,452,Unknown,cluster1
'mont kiara',10500000,8,9,Bungalow,'Land area',8900,'Partly Furnished',cluster3
'mont kiara',7500000,8,8,Bungalow,'Land area',8000,'Partly Furnished',cluster6
'taman tun dr ismail',1950000,5,4,'Terrace/Link House','Land area',3700,Unfurnished,cluster4
seputeh,1050000,5,5,Condominium,Built-up,2500,'Partly Furnished',cluster5
bangsar,6900000,4,3,Bungalow,'Land area',6500,'Partly Furnished',cluster6
'desa parkcity',2380000,5,5,Condominium,Built-up,2454,'Fully Furnished',cluster5
bangsar,1050000,3,2,Condominium,Built-up,1430,'Partly Furnished',cluster2
segambut,700000,4,3,Condominium,Built-up,1203,'Partly Furnished',cluster2
seputeh,700000,4,2,'Terrace/Link House','Land area',1760,Unfurnished,cluster2
'mont kiara',931500,4,3,Condominium,Built-up,1991,'Partly Furnished',cluster5
'jalan klang lama (old klang road)',380000,4,2,Apartment,Built-up,980,'Partly Furnished',cluster2
'salak selatan',630000,3,2,'Serviced Residence',Built-up,1040,'Partly Furnished',cluster2
'ampang hilir',850000,1,1,'Serviced Residence',Built-up,755,'Fully Furnished',cluster1
'pandan perdana',818000,4,3,'Terrace/Link House','Land area',1470,'Partly Furnished',cluster2
cheras,910000,2,2,Apartment,Built-up,953,'Fully Furnished',cluster1
'desa petaling',288000,3,2,Apartment,Built-up,750,'Partly Furnished',cluster2
'mont kiara',2700000,4,3,'Terrace/Link House',Built-up,1389,Unknown,cluster5
cheras,2300000,5,6,'Semi-detached House','Land area',4000,'Fully Furnished',cluster4
'bukit jalil',2999888,5,4,Condominium,Built-up,4344,'Partly Furnished',cluster4
kepong,550000,3,2,'Terrace/Link House','Land area',1300,Unfurnished,cluster2
kepong,968000,4,4,'Terrace/Link House','Land area',1400,'Partly Furnished',cluster5
kepong,600000,3,2,'Terrace/Link House','Land area',990,'Partly Furnished',cluster2
'sri petaling',780000,5,3,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster5
kepong,590000,3,2,'Terrace/Link House','Land area',880,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',650000,2,2,'Serviced Residence',Built-up,911,Unknown,cluster1
'bandar menjalara',950000,4,3,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster5
ampang,539000,1,1,'Serviced Residence',Built-up,546,'Partly Furnished',cluster1
'jalan ipoh',580000,3,2,Condominium,Built-up,966,Unfurnished,cluster2
dutamas,510000,3,2,Condominium,'Land area',1100,'Fully Furnished',cluster2
cheras,650000,4,3,'Terrace/Link House','Land area',1400,'Partly Furnished',cluster2
'desa parkcity',2650000,4,5,'Terrace/Link House',Built-up,3211,Unfurnished,cluster4
'mont kiara',1620000,4,3,Condominium,Built-up,2020,'Partly Furnished',cluster5
'sri hartamas',2750000,6,6,Condominium,Built-up,3983,'Partly Furnished',cluster4
cheras,550000,2,2,Condominium,Built-up,962,'Partly Furnished',cluster1
ampang,668000,1,1,'Serviced Residence',Built-up,705,'Partly Furnished',cluster1
cheras,440000,3,2,Condominium,Built-up,1080,Unfurnished,cluster2
cheras,445000,3,2,Condominium,Built-up,1142,'Partly Furnished',cluster2
cheras,680000,4,2,'Terrace/Link House','Land area',1540,'Fully Furnished',cluster2
'bukit tunku (kenny hills)',9000000,7,6,Bungalow,'Land area',9000,'Partly Furnished',cluster3
'bukit jalil',530000,2,1,'Serviced Residence',Built-up,667,'Partly Furnished',cluster1
'bukit jalil',400000,3,2,Condominium,Built-up,1091,'Partly Furnished',cluster2
'bukit jalil',620000,3,2,Condominium,Built-up,1100,Unfurnished,cluster2
'desa petaling',488000,3,2,Condominium,Built-up,1044,'Partly Furnished',cluster2
cheras,630000,4,3,Condominium,Built-up,1280,Unknown,cluster2
cheras,1800000,5,4,'Terrace/Link House','Land area',4219,'Partly Furnished',cluster4
'jalan klang lama (old klang road)',480000,4,2,Condominium,Built-up,1120,'Partly Furnished',cluster2
'taman desa',540000,3,2,Condominium,Built-up,1337,Unfurnished,cluster2
'bandar damai perdana',680000,4,3,'Terrace/Link House','Land area',1080,'Partly Furnished',cluster2
'desa parkcity',2400000,6,6,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster4
setapak,500000,3,2,'Serviced Residence',Built-up,1040,'Partly Furnished',cluster2
'desa parkcity',1700000,4,3,Condominium,Built-up,2066,'Fully Furnished',cluster5
'desa parkcity',1480000,4,3,Condominium,Built-up,1856,'Fully Furnished',cluster5
'desa parkcity',1480000,4,3,Condominium,Built-up,1856,'Fully Furnished',cluster5
'desa parkcity',1530000,4,3,Condominium,Built-up,1856,'Fully Furnished',cluster5
'desa parkcity',1120000,3,3,Condominium,Built-up,1400,'Partly Furnished',cluster2
'desa parkcity',1680000,4,3,Condominium,Built-up,1701,Unknown,cluster5
'taman tun dr ismail',1440000,2,2,'Serviced Residence',Built-up,1045,Unknown,cluster1
'desa parkcity',1100000,3,2,Condominium,Built-up,1378,'Fully Furnished',cluster2
'desa parkcity',2380000,4,4,'Terrace/Link House','Land area',1442,'Fully Furnished',cluster5
'desa parkcity',1350000,4,4,Condominium,Built-up,1572,'Partly Furnished',cluster5
'desa parkcity',1350000,4,4,Condominium,Built-up,1572,'Partly Furnished',cluster5
'desa parkcity',1400000,4,4,Condominium,Built-up,1777,'Partly Furnished',cluster5
'desa parkcity',2000000,4,3,'Terrace/Link House',Built-up,1800,'Fully Furnished',cluster5
cheras,398000,3,2,Condominium,Built-up,950,'Partly Furnished',cluster2
'taman tun dr ismail',2150000,3,3,'Serviced Residence',Built-up,1680,'Partly Furnished',cluster5
'kuchai lama',2100000,5,4,'Semi-detached House','Land area',1400,Unfurnished,cluster5
'kuchai lama',2100000,5,4,'Semi-detached House','Land area',1400,Unfurnished,cluster5
'kuchai lama',1550000,4,3,'Semi-detached House','Land area',1300,Unfurnished,cluster5
'kuchai lama',1600000,5,3,'Semi-detached House','Land area',1300,Unfurnished,cluster5
'kuchai lama',1600000,4,3,'Semi-detached House','Land area',1300,Unfurnished,cluster5
kepong,560000,3,2,Condominium,Built-up,1074,'Partly Furnished',cluster2
'kuchai lama',2200000,5,3,'Terrace/Link House','Land area',1650,Unknown,cluster5
'damansara heights',490000,2,2,'Serviced Residence',Built-up,998,'Fully Furnished',cluster1
'damansara heights',320000,1,1,'Serviced Residence',Built-up,520,'Fully Furnished',cluster1
'sungai besi',376000,2,2,'Serviced Residence',Built-up,800,Unknown,cluster1
pantai,7000000,5,5,'Semi-detached House','Land area',8300,'Fully Furnished',cluster6
'mont kiara',2360000,5,5,Condominium,Built-up,2973,'Partly Furnished',cluster4
'bukit jalil',828000,4,3,Condominium,Built-up,1335,Unfurnished,cluster2
cheras,800000,5,3,'Terrace/Link House','Land area',2400,'Partly Furnished',cluster5
'mont kiara',718000,2,2,'Serviced Residence',Built-up,896,Unknown,cluster1
'bandar menjalara',298000,3,2,'Serviced Residence',Built-up,808,Unfurnished,cluster2
kepong,470000,3,2,'Serviced Residence',Built-up,1196,'Partly Furnished',cluster2
cheras,650000,4,2,Condominium,Built-up,1450,'Partly Furnished',cluster2
'sungai besi',1100000,5,4,'Terrace/Link House','Land area',1600,'Partly Furnished',cluster5
'jalan kuching',540000,3,2,Condominium,Built-up,1200,Unfurnished,cluster2
bangsar,900000,2,1,'Serviced Residence',Built-up,689,'Partly Furnished',cluster1
setapak,410000,4,2,Condominium,Built-up,1272,'Partly Furnished',cluster2
setapak,200000,3,1,Apartment,Built-up,653,Unfurnished,cluster2
setapak,180000,3,1,Flat,Built-up,700,'Partly Furnished',cluster2
setapak,605000,3,2,'Terrace/Link House','Land area',880,'Partly Furnished',cluster2
'wangsa maju',420000,4,3,Condominium,Built-up,1267,'Partly Furnished',cluster2
setapak,1500000,6,5,'Terrace/Link House','Land area',1980,'Fully Furnished',cluster5
setapak,200000,3,1,Apartment,Built-up,653,'Partly Furnished',cluster2
'wangsa maju',170000,2,1,Flat,Built-up,550,Unfurnished,cluster1
setapak,870000,4,3,'Terrace/Link House','Land area',1600,'Partly Furnished',cluster2
'jalan kuching',375000,3,2,Apartment,Built-up,1221,'Partly Furnished',cluster2
setapak,330000,3,2,Condominium,Built-up,924,Unfurnished,cluster2
segambut,465000,3,3,'Terrace/Link House','Land area',630,'Partly Furnished',cluster2
'batu caves',610000,3,2,'Serviced Residence',Built-up,904,'Partly Furnished',cluster2
kepong,745000,4,3,'Terrace/Link House','Land area',1600,'Partly Furnished',cluster2
'sri hartamas',3200000,6,6,'Semi-detached House',Built-up,3850,'Partly Furnished',cluster4
'bukit jalil',387000,3,2,Condominium,Built-up,1227,Unknown,cluster2
cheras,656100,4,4,Condominium,Built-up,1808,Unknown,cluster5
setapak,550000,3,2,'Serviced Residence',Built-up,1325,'Partly Furnished',cluster2
'taman tun dr ismail',800000,2,2,'Serviced Residence',Built-up,876,'Partly Furnished',cluster1
'taman tun dr ismail',950000,3,2,'Serviced Residence',Built-up,1102,'Fully Furnished',cluster2
'taman tun dr ismail',1790000,4,3,'Terrace/Link House','Land area',1900,'Fully Furnished',cluster5
'taman tun dr ismail',1550000,4,3,'Terrace/Link House','Land area',1900,'Partly Furnished',cluster5
